game_name,original_price,new_price,platform,price_start_date
Company of Heroes 2 : Theatre of War - Southern Fronts DLC Pack,4.99,0.98,Gamebillet,2022-10-07T08:03:25+00:00
Alien : Isolation - Safe Haven DLC,7.99,1.58,Gamebillet,2022-10-07T08:03:25+00:00
The Complex,12.99,11.69,Epic Games Store,2022-10-07T04:19:33+00:00
Space Run,4.99,1.34,Fanatical,2022-10-06T23:02:50+00:00
Sid Meier's Civilization VI: Platinum Edition,79.99,9.59,WinGameStore,2022-10-06T23:01:47+00:00
Oracle,0.99,0.49,Steam,2022-10-06T21:40:47+00:00
Yakuza Remastered Collection,59.97,22.77,Steam,2022-10-06T18:02:32+00:00
Yakuza 6: The Song of Life - Clan Creator Card Bundle,4.99,2.74,Steam,2022-10-06T17:55:03+00:00
Ashes of the Singularity: Escalation - Hunter / Prey Expansion,9.99,4.99,Steam,2022-10-06T17:51:19+00:00
Two Point Hospital: Exhibition Items Pack,3.99,1.99,Steam,2022-10-06T17:50:54+00:00
Galactic Civilizations III - Villains of Star Control: Origins DLC,6.99,2.79,Steam,2022-10-06T17:50:21+00:00
ENDLESS Legend - Guardians,9.99,2.49,Steam,2022-10-06T17:45:45+00:00
Zeno Clash 2,14.99,2.99,Steam,2022-10-06T17:44:29+00:00
Company of Heroes 2 - Case Blue Mission Pack,9.99,2.49,Steam,2022-10-06T17:44:26+00:00
Crazy shark,9.99,1.09,Steam,2022-10-06T17:44:07+00:00
Darkness Under My Bed,4.99,2.49,Steam,2022-10-06T17:40:39+00:00
Sweet Shine,4.99,2.49,Steam,2022-10-06T10:40:56+00:00
Frostpunk: On The Edge,12.99,3.64,Green Man Gaming,2022-10-06T09:08:36+00:00
This War of Mine: Stories - Father's Promise,1.99,0.64,Green Man Gaming,2022-10-06T09:08:36+00:00
This War of Mine: Stories - Season Pass,6.99,1.12,Green Man Gaming,2022-10-06T09:08:36+00:00
Wildcat Gun Machine,14.99,8.36,GamersGate,2022-10-05T23:02:43+00:00
Valhalla Hills,6.99,0.64,GamersGate,2022-10-05T23:02:43+00:00
The Suicide of Rachel Foster,17.99,2.5,GamersGate,2022-10-05T23:02:43+00:00
Sanator: Scarlet Scarf MAGISTER EDITION,19.97,5.57,Steam,2022-10-05T17:55:29+00:00
The Expression Amrilato,24.99,16.24,Steam,2022-10-05T17:35:20+00:00
Cloud Chasers - Journey of Hope,4.99,2.49,Steam,2022-10-05T12:41:52+00:00
WATCH_DOGS - Season Pass,19.99,4.4,Gamebillet,2022-10-05T11:04:12+00:00
XCOM: Chimera Squad,19.99,4.28,Gamebillet,2022-10-05T08:04:46+00:00
Tempest - Pirate City,4.99,2.74,Humble Store,2022-10-04T11:32:27+00:00
The Elder Scrolls V: Skyrim Anniversary Edition (PC),49.99,19.99,Microsoft Store,2022-10-04T01:50:24+00:00
MARVEL VS. CAPCOM: INFINITE - Digital Deluxe,59.99,12.0,Dreamgame,2022-10-04T01:14:22+00:00
DmC Devil May Cry,29.99,7.5,Dreamgame,2022-10-04T01:14:22+00:00
Bionic Commando Rearmed,9.99,2.0,Dreamgame,2022-10-04T01:14:22+00:00
Maquette,16.35,14.72,Gamesplanet DE,2022-10-04T00:10:14+00:00
Winged Sakura: Endless Dream + OST,11.98,3.31,Steam,2022-10-03T18:14:33+00:00
The Chameleon (Game + Soundtrack),13.98,3.68,Steam,2022-10-03T18:13:27+00:00
"Club Hentai: Girls, Love, Sex",19.99,13.39,Steam,2022-10-03T18:05:46+00:00
Two Parsecs From Earth,7.99,3.59,Steam,2022-10-03T18:05:08+00:00
Mahjong,9.99,0.99,Steam,2022-10-03T18:03:40+00:00
Handball 17,9.99,0.99,Steam,2022-10-03T18:03:36+00:00
Shaolin vs Wutang,13.99,6.99,Steam,2022-10-03T18:02:21+00:00
Touhou: Dreaming Butterfly | 东方蝶梦志,14.99,2.24,Steam,2022-10-03T17:58:00+00:00
Beauty and the Beast: Hidden Object Fairy Tale. HOG,2.99,1.49,Steam,2022-10-03T17:57:09+00:00
This Is the Police 2,14.99,3.74,Steam,2022-10-03T17:55:46+00:00
ONE PIECE World Seeker,89.99,13.49,Steam,2022-10-03T17:55:18+00:00
Miles & Kilo,7.99,0.79,Steam,2022-10-03T17:54:44+00:00
Colortone,3.99,0.51,Steam,2022-10-03T17:52:41+00:00
D3DGear - Game Recording and Streaming Software,34.99,9.79,Steam,2022-10-03T17:52:41+00:00
Super Treasure Arena,7.99,0.95,Steam,2022-10-03T17:51:59+00:00
Skautfold: Knight's End,9.99,6.49,Steam,2022-10-03T17:49:28+00:00
YUME 2 : Sleepless Night,3.99,2.79,Steam,2022-10-03T17:46:59+00:00
Castle Morihisa,14.99,7.49,Steam,2022-10-03T17:46:59+00:00
"Nina Aquila: Legal Eagle, Season One",8.99,4.49,Steam,2022-10-03T17:46:21+00:00
Fantasy Town Regional Manager,9.99,6.69,Steam,2022-10-03T17:45:46+00:00
Suicide Countdown: 7 Days,2.99,1.49,Steam,2022-10-03T17:45:46+00:00
Touhou Endless Dream,7.99,5.59,Steam,2022-10-03T17:44:37+00:00
Saints Row: The Third - Unlockable Pack,1.99,0.99,Steam,2022-10-03T17:43:48+00:00
Atlantis 2: Beyond Atlantis,3.99,0.51,Steam,2022-10-03T17:43:18+00:00
Who Needs a Hero?,2.99,2.39,Steam,2022-10-03T17:41:47+00:00
Space Court,2.99,1.49,Steam,2022-10-03T17:41:28+00:00
Cris Tales,39.99,15.99,Steam,2022-10-03T17:39:16+00:00
They Came From the Sky,2.99,1.49,Steam,2022-10-03T17:38:53+00:00
Katana Soul,2.99,0.5,Steam,2022-10-03T17:37:25+00:00
All-Star Fruit Racing,14.99,2.89,Voidu,2022-10-03T17:01:26+00:00
Destroy All Humans! - Skin Pack,9.99,2.49,Epic Games Store,2022-10-03T15:18:06+00:00
Darksiders III DLC - The Crucible,6.99,1.74,Epic Games Store,2022-10-03T15:18:06+00:00
DreadOut,14.99,3.74,Gog.com,2022-10-03T13:08:58+00:00
Mutant Year Zero: Road to Eden - Fan Edition Upgrade,20.0,8.0,Gog.com,2022-10-03T13:08:58+00:00
The Suffering,9.99,2.49,Gog.com,2022-10-03T13:08:58+00:00
MotoGP15,9.99,0.99,Indie Gala Store,2022-10-03T10:02:54+00:00
Monster Energy Supercross - The Official Videogame 2,24.99,3.99,Indie Gala Store,2022-10-03T10:02:54+00:00
Trials Fusion Awesome Max Edition,39.99,8.6,Green Man Gaming,2022-10-03T09:09:31+00:00
LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 1,0.99,0.74,Gamebillet,2022-10-03T07:02:16+00:00
The Abbey,19.99,2.99,GamersGate,2022-10-02T23:03:03+00:00
Stronghold Crusader 2: The Templar and The Duke,5.99,1.59,GamersGate,2022-10-02T23:03:03+00:00
Stronghold Crusader 2: The Princess and The Pig,5.99,1.59,GamersGate,2022-10-02T23:03:03+00:00
Stronghold Crusader 2: The Jackal and The Khan,5.99,1.59,GamersGate,2022-10-02T23:03:03+00:00
Stronghold Crusader 2 - The Emperor & The Hermit,5.99,1.59,GamersGate,2022-10-02T23:03:03+00:00
Soldiers: Heroes of World War II,4.99,0.84,GamersGate,2022-10-02T23:03:03+00:00
Sentinel 3 Homeworld,6.99,0.52,GamersGate,2022-10-02T23:03:03+00:00
Omnibion War,6.99,1.48,GamersGate,2022-10-02T23:03:03+00:00
Jagged Alliance 2 Gold,19.99,2.24,GamersGate,2022-10-02T23:03:03+00:00
IL-2 Sturmovik: Cliffs of Dover Blitz Edition,9.99,4.24,GamersGate,2022-10-02T23:03:03+00:00
The Castles of Burgundy,14.99,7.49,Steam,2022-10-02T17:35:07+00:00
Paladin's Oath,14.99,10.49,Steam,2022-10-02T17:32:56+00:00
Viticulture Essential Edition,14.99,7.49,Steam,2022-10-02T17:31:05+00:00
HEIST,4.99,2.49,Steam,2022-10-02T07:30:23+00:00
Dofamine,14.99,1.49,Steam,2022-09-30T17:37:22+00:00
Lanternium,9.99,0.99,Steam,2022-09-30T17:34:24+00:00
Vairon's Wrath,12.99,6.49,Steam,2022-09-30T17:34:20+00:00
Halloween SEX Party [18+],6.99,3.49,Steam,2022-09-30T17:33:26+00:00
My Sexy Waitress,1.99,0.99,Steam,2022-09-30T17:32:41+00:00
Gamer Girls [18+]: eSports SEX,1.99,0.99,Steam,2022-09-30T17:32:35+00:00
Gamer Girls (18+),1.99,0.99,Steam,2022-09-30T17:32:12+00:00
Touhou Blooming Chaos,5.99,4.19,Steam,2022-09-30T12:48:25+00:00
TouHou Nil Soul,7.99,5.19,Steam,2022-09-30T12:47:52+00:00
PAW Patrol: Grand Prix,38.79,34.91,Gamesplanet UK,2022-09-30T12:09:56+00:00
Seek Girl Ⅶ,1.99,1.49,Steam,2022-09-30T07:33:20+00:00
Cat Quest [Online Game Code],12.99,2.99,Newegg,2022-09-30T06:04:31+00:00
Arcadia Fallen,20.44,18.4,Gamesplanet DE,2022-09-29T22:07:42+00:00
A traveler's photo album,0.99,0.49,Steam,2022-09-29T17:58:53+00:00
Grand Hike,2.99,2.24,Steam,2022-09-29T17:56:20+00:00
Secret Pie,5.99,5.39,Steam,2022-09-29T17:55:53+00:00
Sacred Valley,1.99,0.89,Steam,2022-09-29T17:55:53+00:00
STORM AREA 51: AYY LMAO EDITION,0.99,0.49,Steam,2022-09-29T17:54:41+00:00
Waves Running Simulator,4.99,0.49,Steam,2022-09-29T17:41:12+00:00
Redemption: Saints And Sinners,0.99,0.49,Steam,2022-09-29T17:35:55+00:00
Shop Tycoon: Prepare your wallet,5.99,0.59,Steam,2022-09-29T17:35:30+00:00
Car Demolition Clicker,6.99,0.69,Steam,2022-09-29T17:34:17+00:00
Crisis VRigade 2,19.99,14.99,Steam,2022-09-29T17:32:40+00:00
Funtasia,14.99,7.49,Fanatical,2022-09-29T15:08:05+00:00
Assassin's Creed Valhalla - The Siege of Paris,24.99,11.24,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Valhalla - Wrath of the Druids,24.99,11.24,Ubisoft Store,2022-09-29T15:05:45+00:00
Star Trek: Bridge Crew The Next Generation,9.99,4.49,Ubisoft Store,2022-09-29T15:05:45+00:00
Rayman Raving Rabbids,9.99,2.25,Ubisoft Store,2022-09-29T15:05:45+00:00
Hitman: Codename 47,5.99,1.19,Gog.com,2022-09-29T14:08:22+00:00
Outwars,5.99,2.99,Gog.com,2022-09-29T14:08:22+00:00
King's Quest 4+5+6,9.99,4.99,Gog.com,2022-09-29T14:08:22+00:00
Tyrant's Blessing,19.99,15.99,Fanatical,2022-09-29T09:03:16+00:00
Dude Simulator 3,4.99,0.49,Steam,2022-09-27T17:32:52+00:00
Roguebook,24.99,18.36,Fanatical,2022-09-27T09:02:27+00:00
Sid Meier's Civilization VI: Portugal Pack,4.99,3.49,WinGameStore,2022-09-27T08:02:27+00:00
Ghost Marriage Matchmaking - Game + DLCs (OST+ArtBook) Bundle,28.97,17.82,Steam,2022-09-27T01:46:54+00:00
WARRIORS OROCHI 3 Ultimate Definitive Edition,38.79,32.97,Gamesplanet UK,2022-09-27T00:07:46+00:00
Castle Cardians,14.99,10.49,Steam,2022-09-26T17:39:00+00:00
亦春秋 Power Of Seasons,12.99,6.49,Steam,2022-09-26T16:29:54+00:00
Grisaia Phantom Trigger Vol.7,24.99,19.99,Steam,2022-09-26T09:34:43+00:00
Yukikoi Melt,29.99,19.49,Steam,2022-09-26T09:34:29+00:00
Grisaia Phantom Trigger Vol.6,14.99,11.24,Steam,2022-09-26T09:32:27+00:00
Maid Knight Alicia,8.99,6.74,Steam,2022-09-26T01:39:56+00:00
Hot Spring Hero,18.99,14.24,Steam,2022-09-26T01:35:01+00:00
Skabma - Snowfall,17.17,15.45,Gamesplanet UK,2022-09-22T22:09:10+00:00
Cities: Skylines - Airports,11.41,10.27,Gamesplanet UK,2022-09-19T22:08:56+00:00
My Lovely Wife,14.99,12.59,Gamebillet,2022-09-16T00:03:18+00:00
UBERMOSH:BLACK,4.99,0.49,Steam,2022-09-14T17:39:52+00:00
Prison Architect - Second Chances,5.99,3.99,WinGameStore,2022-09-12T16:01:30+00:00
Just Cause 4 Complete Edition,69.99,13.29,Fanatical,2022-09-11T23:03:47+00:00
Xuan-Yuan Sword VII,34.99,31.49,Fanatical,2022-09-08T09:02:55+00:00
Stellaris: Toxoids Species Pack,7.97,7.17,Gamesplanet UK,2022-09-02T13:10:25+00:00
Metro Exodus,27.71,22.16,Gamesplanet UK,2022-09-02T08:07:35+00:00
My Friend Pedro,16.99,14.27,Gamebillet,2022-08-31T00:03:03+00:00
UBERMOSH:OMEGA,4.99,0.49,Steam,2022-08-30T17:33:42+00:00
Astria Ascending - Collector Edition,34.65,31.19,Gamesplanet UK,2022-08-15T09:07:47+00:00
ICBM,16.35,14.72,Gamesplanet DE,2022-08-15T09:07:45+00:00
L.A. Noire,19.99,17.19,Gamebillet,2022-06-30T23:01:04+00:00
Prison Architect - Going Green,9.99,4.99,WinGameStore,2022-06-21T08:00:19+00:00
The Mummy Demastered,17.17,15.45,Gamesplanet UK,2022-05-20T22:05:29+00:00
The Elder Scrolls Online: Summerset Digital Collector's Edition,44.33,39.9,Gamesplanet UK,2021-09-30T19:25:05+00:00
ScourgeBringer - Supporter Bundle,18.65,16.78,Gamesplanet UK,2021-09-30T19:24:50+00:00
Pid,9.99,1.99,WinGameStore,2021-09-30T17:56:34+00:00
Total War : Shogun 2,29.99,5.98,Gamebillet,2022-10-08T23:04:23+00:00
The Tenants,24.99,17.89,Fanatical,2022-10-08T09:01:56+00:00
WRC 10 - Deluxe Edition,59.81,29.9,Humble Store,2022-10-07T18:11:38+00:00
MX vs ATV All Out,39.99,9.99,Humble Store,2022-10-07T18:11:38+00:00
Mortal Kombat 11 Ultimate Add-On Bundle,49.99,9.99,Steam,2022-10-07T17:48:37+00:00
Business Magnate,12.99,5.45,Steam,2022-10-07T17:45:15+00:00
CopperCube 5 Game Engine,19.99,5.99,Steam,2022-10-07T17:37:45+00:00
Knytt Underground,6.99,1.39,Steam,2022-10-07T17:37:23+00:00
Sonic Mania - Encore DLC,4.99,1.98,Gamebillet,2022-10-07T08:03:25+00:00
Sniper Ghost Warrior 3 - Season Pass Edition,29.99,4.8,Gamebillet,2022-10-07T08:03:25+00:00
Alien : Isolation - The Collection,49.99,9.98,Gamebillet,2022-10-07T08:03:25+00:00
Greedfall - The De Vespe Conspiracy,6.99,4.19,Fanatical,2022-10-06T23:02:50+00:00
Pathfinder Adventures,9.99,3.39,Fanatical,2022-10-06T23:02:50+00:00
Dark Light,13.63,12.26,Gamesplanet DE,2022-10-06T22:07:54+00:00
Before Your Eyes - Deluxe Edition,17.98,9.73,Steam,2022-10-06T18:03:09+00:00
The Political Machine 2020,14.99,5.99,Steam,2022-10-06T17:51:37+00:00
Galactic Civilizations III - Mercenaries Expansion Pack,9.99,3.49,Steam,2022-10-06T17:46:09+00:00
Fallen Enchantress: Legendary Heroes - Battlegrounds DLC,2.99,1.49,Steam,2022-10-06T17:45:19+00:00
Fallen Enchantress: Legendary Heroes - The Dead World DLC,2.99,1.49,Steam,2022-10-06T17:45:00+00:00
Fallen Enchantress: Legendary Heroes - Leader Pack DLC,2.99,1.49,Steam,2022-10-06T17:44:57+00:00
COH 2 - British Commander: Vanguard Operations Regiment,3.99,0.99,Steam,2022-10-06T17:44:50+00:00
COH 2 - British Commander: Special Weapons Regiment,3.99,0.99,Steam,2022-10-06T17:44:50+00:00
COH 2 - British Commander: Tactical Support Regiment,3.99,0.99,Steam,2022-10-06T17:44:50+00:00
Fallen Enchantress: Legendary Heroes - Loot Pack DLC,2.99,1.49,Steam,2022-10-06T17:44:26+00:00
Fallen Enchantress: Legendary Heroes - Quest Pack DLC,2.99,1.49,Steam,2022-10-06T17:44:26+00:00
Fallen Enchantress: Legendary Heroes - Map Pack DLC,2.99,1.49,Steam,2022-10-06T17:44:26+00:00
Sins of a Solar Empire: Rebellion - Original Soundtrack,9.99,2.49,Steam,2022-10-06T17:37:55+00:00
CoH 2 - German Commander: Elite Troops Doctrine,3.99,0.99,Steam,2022-10-06T17:37:48+00:00
CoH 2 - German Commander: Mechanized Assault Doctrine,3.99,0.99,Steam,2022-10-06T17:37:48+00:00
CoH 2 - Soviet Commander: Soviet Industry Tactics,3.99,0.99,Steam,2022-10-06T17:37:48+00:00
Dungeon of the ENDLESS - Rescue Team Add-on,1.99,0.63,Steam,2022-10-06T17:36:16+00:00
Binary Domain - Dan Marshall Pack,1.99,0.61,Steam,2022-10-06T17:35:50+00:00
Binary Domain - Multiplayer Map Pack,1.99,0.61,Steam,2022-10-06T17:35:50+00:00
Company of Heroes 2,16.62,1.5,Gamesplanet UK,2022-10-06T17:09:58+00:00
GRAND CROSS: ReNOVATION,14.99,10.49,Steam,2022-10-06T15:44:02+00:00
WOLFLAME,5.99,2.99,Steam,2022-10-06T15:41:29+00:00
STEEL STRIDER,5.99,2.99,Steam,2022-10-06T15:36:46+00:00
Silence,19.99,1.85,GamersGate,2022-10-05T23:02:43+00:00
Shadow Tactics: Blades of the Shogun - Artbook & Strategy Guide DLC,2.99,0.91,GamersGate,2022-10-05T23:02:43+00:00
Iratus: Wrath of the Necromancer,14.99,4.59,GamersGate,2022-10-05T23:02:43+00:00
Deponia Doomsday,19.99,1.85,GamersGate,2022-10-05T23:02:43+00:00
Caravan,5.99,0.55,GamersGate,2022-10-05T23:02:43+00:00
A Year of Rain,14.99,1.39,GamersGate,2022-10-05T23:02:43+00:00
Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,4.99,1.24,Steam,2022-10-05T18:48:45+00:00
Ratty Catty,14.99,3.74,Steam,2022-10-05T17:44:46+00:00
LEAVES - The Return,4.99,0.49,Indie Gala Store,2022-10-05T15:01:27+00:00
LEAVES - The Journey,4.99,0.49,Indie Gala Store,2022-10-05T15:01:27+00:00
Gomo,4.99,0.49,Indie Gala Store,2022-10-05T15:01:27+00:00
The Life and Suffering of Sir Brante,18.84,16.95,Gamesplanet UK,2022-10-05T12:09:10+00:00
The Flame in the Flood,14.99,2.24,Gog.com,2022-10-05T09:07:12+00:00
theHunter: Call of the Wild - Vurhonga Savanna,7.99,2.39,Nuuvem,2022-10-04T18:21:15+00:00
Mixcraft 8 Home Studio,39.99,9.99,Steam,2022-10-04T17:44:55+00:00
Resident Evil 7 biohazard - Banned Footage Vol.1,9.99,4.0,Dreamgame,2022-10-04T01:14:22+00:00
Yeomna : The Legend of Dongbaek,19.99,14.99,Steam,2022-10-03T18:04:44+00:00
Zup!,1.99,1.09,Steam,2022-10-03T18:03:40+00:00
qop 4,1.99,0.69,Steam,2022-10-03T18:03:18+00:00
Neon Chrome - Arena,4.99,1.14,Steam,2022-10-03T18:02:45+00:00
Zup! 2,1.99,1.09,Steam,2022-10-03T18:02:45+00:00
SKAZKA,2.99,0.56,Steam,2022-10-03T18:00:41+00:00
Hot And Lovely,1.99,0.49,Steam,2022-10-03T17:59:41+00:00
CATGIRL LOVER 2,1.99,0.69,Steam,2022-10-03T17:59:30+00:00
Peachleaf Pirates,6.99,2.79,Steam,2022-10-03T17:59:12+00:00
Globesweeper: Hex Puzzler,7.99,2.71,Steam,2022-10-03T17:59:03+00:00
Exertus,1.99,0.49,Steam,2022-10-03T17:58:39+00:00
Sherlock Holmes: The Mystery of the Persian Carpet,9.99,1.99,Steam,2022-10-03T17:58:39+00:00
Cat and Ghostly Road,6.99,5.24,Steam,2022-10-03T17:58:26+00:00
TurnTack,14.99,4.49,Steam,2022-10-03T17:58:00+00:00
Crush Crush - 18+ Naughty DLC,6.99,5.59,Steam,2022-10-03T17:58:00+00:00
World Soccer Strikers '91,5.99,1.49,Steam,2022-10-03T17:57:01+00:00
Futanari Quest,1.99,0.49,Steam,2022-10-03T17:56:11+00:00
PEG,0.99,0.51,Steam,2022-10-03T17:54:52+00:00
Eon Altar: Episode 2 - Whispers in the Catacombs,6.99,2.37,Steam,2022-10-03T17:53:24+00:00
Blockpocalypse,14.99,8.99,Steam,2022-10-03T17:53:09+00:00
Hidden Folks,12.99,4.54,Steam,2022-10-03T17:53:09+00:00
Hand of Fate Original Soundtrack,7.99,1.99,Steam,2022-10-03T17:52:23+00:00
Chariot,14.99,1.49,Steam,2022-10-03T17:51:45+00:00
Nethergate: Resurrection,4.99,1.99,Steam,2022-10-03T17:51:01+00:00
Restaurant Simulator,4.99,4.49,Steam,2022-10-03T17:50:24+00:00
Seal of Evil,9.99,1.99,Steam,2022-10-03T17:49:01+00:00
Cute Honey: Bunny Girl,4.99,3.99,Steam,2022-10-03T17:48:56+00:00
Golf Club Wasteland,9.99,2.99,Steam,2022-10-03T17:46:21+00:00
Trailblazers,29.99,2.99,Steam,2022-10-03T17:44:09+00:00
Curved Space,19.99,3.99,Steam,2022-10-03T17:41:28+00:00
The Escapists 2 - Season Pass,9.99,2.49,Steam,2022-10-03T17:41:15+00:00
Skydrift Infinity,9.99,6.98,Voidu,2022-10-03T17:01:30+00:00
SpellForce 3 Digital Extras,7.99,1.99,Epic Games Store,2022-10-03T15:18:06+00:00
ELEX Digital Extras,9.99,2.49,Epic Games Store,2022-10-03T15:18:06+00:00
Cossacks 3 Complete Experience,36.33,12.93,GamersGate,2022-10-03T15:02:38+00:00
American Conquest,4.99,0.88,GamersGate,2022-10-03T15:02:38+00:00
Mortal Kombat 4,5.99,1.49,Gog.com,2022-10-03T13:08:58+00:00
Dead in Vinland - The Vallhund,1.99,1.29,Gog.com,2022-10-03T13:08:58+00:00
F.E.A.R. 2: Project Origin + Reborn,14.99,3.74,Gog.com,2022-10-03T13:08:58+00:00
LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,0.99,0.74,Gamebillet,2022-10-03T07:02:16+00:00
LEGO Batman 2,19.99,4.47,Gamebillet,2022-10-03T07:02:16+00:00
UFO: Aftermath,3.99,0.67,GamersGate,2022-10-02T23:03:04+00:00
Reverie Knights Tactics,24.99,15.93,GamersGate,2022-10-02T23:03:03+00:00
Red Orchestra 2: Heroes of Stalingrad Digital Deluxe Edition,14.95,2.8,GamersGate,2022-10-02T23:03:03+00:00
Ghost Master,4.99,0.74,GamersGate,2022-10-02T23:03:03+00:00
Dying Light - Savvy Gamer bundle,2.99,1.34,GamersGate,2022-10-02T23:03:03+00:00
Bad Rats Show,1.99,0.44,GamersGate,2022-10-02T23:03:03+00:00
Anno 2070,18.84,4.42,Gamesplanet UK,2022-10-02T22:09:30+00:00
The LEGO Movie 2 Videogame [Online Game Code],29.99,4.79,Newegg,2022-10-02T22:04:52+00:00
We Happy Few: Deluxe Edition [Online Game Code],70.98,9.68,Newegg,2022-10-02T22:04:52+00:00
Find Yourself,6.99,3.84,Steam,2022-10-01T17:36:08+00:00
Ultra Age,24.99,18.39,Gamebillet,2022-10-01T11:01:54+00:00
Planet Zoo: Wetlands Animal Pack,8.86,7.97,Gamesplanet UK,2022-10-01T00:12:19+00:00
Mandinga - A Tale of Banzo,7.99,1.59,Steam,2022-09-30T17:37:24+00:00
Hentai Sakura 🌸🌊,4.99,2.74,Steam,2022-09-30T17:33:04+00:00
CyberHive,9.99,1.99,Steam,2022-09-30T17:31:50+00:00
Strike Buster Prototype,3.99,2.39,Steam,2022-09-30T17:31:20+00:00
Game & Soundtrack,16.98,4.32,Steam,2022-09-29T18:05:42+00:00
云端之约,7.99,2.39,Steam,2022-09-29T17:58:34+00:00
Timber Story,2.99,0.77,Steam,2022-09-29T17:55:49+00:00
Drift Of The Hill,1.99,0.49,Steam,2022-09-29T17:54:57+00:00
Arc Savior,14.99,2.99,Steam,2022-09-29T17:53:14+00:00
Endzone - A World Apart: Prosperity,9.99,6.69,Steam,2022-09-29T17:39:09+00:00
OshiRabu: Waifus Over Husbandos ~Love･or･die~,12.99,10.39,Steam,2022-09-29T15:41:18+00:00
The Division 2 Warlords of New York Expansion,29.99,8.1,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Odyssey - The Fate of Atlantis,24.99,5.63,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Odyssey: Legacy of the First Blade,24.99,5.63,Ubisoft Store,2022-09-29T15:05:45+00:00
For Honor Year 1 : Heroes Bundle,29.99,8.1,Ubisoft Store,2022-09-29T15:05:45+00:00
Far Cry 4 - Valley of the Yetis DLC,14.99,4.05,Ubisoft Store,2022-09-29T15:05:45+00:00
Battle Isle Platinum,9.99,2.25,Ubisoft Store,2022-09-29T15:05:45+00:00
Tom Clancy's Rainbow Six,9.99,2.25,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Syndicate - The Dreadful Crimes DLC,4.99,1.53,Ubisoft Store,2022-09-29T15:05:45+00:00
Tom Clancy's Splinter Cell Conviction - Insurgency Pack,9.99,2.25,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Syndicate - Jack the Ripper DLC,14.99,4.59,Ubisoft Store,2022-09-29T15:05:45+00:00
Warcraft II Battle.net Edition,9.99,7.99,Gog.com,2022-09-29T14:08:23+00:00
STAR WARS Jedi Knight: Dark Forces II,5.99,2.09,Gog.com,2022-09-29T14:08:23+00:00
STAR WARS: Dark Forces,5.99,2.09,Gog.com,2022-09-29T14:08:23+00:00
Theme Park,5.99,1.49,Gog.com,2022-09-29T14:08:23+00:00
Worms 2,5.99,1.19,Gog.com,2022-09-29T14:08:23+00:00
ARMA: Gold Edition,9.99,1.99,Gog.com,2022-09-29T14:08:22+00:00
Cannon Fodder,5.99,1.49,Gog.com,2022-09-29T14:08:22+00:00
eSports Legend,9.99,6.19,Steam,2022-09-28T17:43:10+00:00
BARRICADEZ,18.99,9.49,Steam,2022-09-28T15:32:29+00:00
奇迹一刻 Surmount,14.99,8.99,Steam,2022-09-28T02:27:30+00:00
Jester / King,12.99,3.89,Steam,2022-09-27T17:47:24+00:00
The Jackbox Party Pack 3,24.99,18.36,Fanatical,2022-09-27T09:02:27+00:00
Stellaris: Federations,19.99,11.49,WinGameStore,2022-09-27T08:02:27+00:00
Cute Girls 可爱的女孩,3.99,0.79,Steam,2022-09-26T17:51:02+00:00
Cute Girls VR,8.99,1.79,Steam,2022-09-26T17:50:30+00:00
Dragon Spear,12.49,12.24,Voidu,2022-09-26T17:01:28+00:00
Tayutama 2-you're the only one-,34.99,11.19,Steam,2022-09-26T16:29:22+00:00
The Asmodian Princesses and the Witch in the Forest,24.99,18.74,Steam,2022-09-26T01:40:00+00:00
TRATRITLE,19.99,16.99,Steam,2022-09-26T01:35:55+00:00
Hero of the Demon,14.99,8.99,Steam,2022-09-26T01:34:58+00:00
Guns of Succubus,6.99,4.19,Steam,2022-09-26T01:34:37+00:00
Shikokushi ~food and sightseeing and beauties~,19.99,11.99,Steam,2022-09-26T01:33:30+00:00
Archvale,14.99,11.98,Gamebillet,2022-09-26T00:02:20+00:00
Ashwalkers,10.3,9.27,Gamesplanet UK,2022-09-22T22:09:10+00:00
Roadwarden,9.19,8.27,Gamesplanet UK,2022-09-19T22:08:56+00:00
Ninja Tycoon,4.99,1.24,Humble Store,2022-09-19T11:31:29+00:00
Inked: A Tale of Love,7.97,7.17,Gamesplanet UK,2022-09-18T22:09:30+00:00
Foretales - Deluxe Edition,20.82,18.74,Gamesplanet UK,2022-09-15T14:09:04+00:00
Mini Ghost,1.99,1.46,Fanatical,2022-09-14T09:02:06+00:00
Agents of Mayhem,29.99,4.19,Fanatical,2022-09-11T23:03:47+00:00
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,44.33,37.68,Gamesplanet UK,2022-09-07T14:09:46+00:00
Sifu,35.47,31.92,Gamesplanet UK,2022-09-06T15:09:13+00:00
Turnover,1.99,1.46,Fanatical,2022-09-06T15:05:24+00:00
Passpartout: The Starving Artist,9.99,8.89,Fanatical,2022-09-06T15:05:21+00:00
