game_name,original_price,new_price,platform,price_start_date
MotoGP22 - Windows Edition,49.99,19.99,Microsoft Store,2022-09-27T03:48:29+00:00
Jurassic World Evolution 2,59.99,29.99,Microsoft Store,2022-09-27T00:54:42+00:00
Cursed to Golf,16.55,14.89,Gamesplanet DE,2022-08-25T22:08:32+00:00
Shadow Warrior 3,39.99,25.99,WinGameStore,2022-08-12T18:05:01+00:00
Souldiers,17.17,14.6,Gamesplanet UK,2022-06-02T14:09:23+00:00
Total War: MEDIEVAL II - Definitive Edition,24.99,4.98,Gamebillet,2022-10-08T23:04:23+00:00
Victoria 3,36.22,35.5,Voidu,2022-10-08T20:00:34+00:00
Fallout 2 : A Post Nuclear Role Playing Game,9.99,1.96,Voidu,2022-10-07T17:01:02+00:00
Greedfall - Gold Edition,39.99,15.99,Fanatical,2022-10-06T23:02:50+00:00
Masters of Anima,6.99,1.25,Fanatical,2022-10-06T23:02:50+00:00
The Last Campfire,14.99,4.49,Steam,2022-10-06T17:50:18+00:00
Mafia: Definitive Edition,39.99,13.99,Steam,2022-10-06T17:34:52+00:00
Tembo The Badass Elephant,11.08,2.55,Gamesplanet UK,2022-10-06T17:09:58+00:00
Devil May Cry 4 - Special Edition,24.99,10.0,Dreamgame,2022-10-04T01:14:22+00:00
SOULCALIBUR VI,59.99,8.99,Humble Store,2022-10-03T18:11:48+00:00
Colony Ship: A Post-Earth Role Playing Game,29.99,23.99,Steam,2022-10-03T17:54:23+00:00
Aragami,19.99,2.99,Steam,2022-10-03T17:42:55+00:00
The Guild 3,29.99,19.79,Epic Games Store,2022-10-03T15:18:06+00:00
Titan Quest: Atlantis,14.99,3.74,Epic Games Store,2022-10-03T15:18:06+00:00
RESIDENT EVIL 0 / biohazard 0 HD REMASTER,17.73,3.54,Gamesplanet UK,2022-10-03T08:10:10+00:00
Lost Planet 3,22.16,3.54,Gamesplanet UK,2022-10-03T08:10:10+00:00
RESIDENT EVIL 4 - The Ultimate HD Edition,16.62,3.31,Gamesplanet UK,2022-10-03T08:10:10+00:00
Assassin's Creed Brotherhood,19.99,5.59,Fanatical,2022-10-03T00:03:58+00:00
Bulletstorm: Full Clip Edition [Online Game Code],39.99,3.19,Newegg,2022-10-02T22:04:52+00:00
"Split - manipulate time, make clones and solve cyber puzzles from the future!",11.99,4.79,Steam,2022-10-02T17:36:40+00:00
Zombi,19.99,4.5,Ubisoft Store,2022-09-29T15:05:45+00:00
Rollerdrome,29.99,19.79,Steam,2022-09-27T17:36:34+00:00
Steelrising - Standard Edition,33.59,32.92,Voidu,2022-09-24T11:00:44+00:00
Saints Row: Gat out of Hell,14.99,3.29,Fanatical,2022-09-11T23:03:47+00:00
Hatred,5.99,1.49,Indie Gala Store,2020-12-04T11:03:12+00:00
RUINER: Soundtrack Edition,26.98,4.84,Steam,2022-10-07T17:55:38+00:00
Shenmue I & II,29.99,5.98,Gamebillet,2022-10-07T08:03:25+00:00
Outer Wilds - Echoes of the Eye,14.99,7.48,Gamebillet,2022-10-07T08:03:25+00:00
Olympic Games Tokyo 2020 - The Official Video Game,39.99,10.98,Gamebillet,2022-10-07T08:03:25+00:00
Aeon Must Die!,19.99,4.59,Fanatical,2022-10-06T23:02:50+00:00
Red Dead Redemption 2: Ultimate Edition,87.65,35.05,Gamesplanet DE,2022-10-05T00:08:23+00:00
Among Us,4.99,3.99,Humble Store,2022-10-03T18:11:48+00:00
SCARLET NEXUS,79.99,19.99,Steam,2022-10-03T17:55:51+00:00
Kenshi,29.99,14.99,Steam,2022-10-03T17:50:53+00:00
Detroit: Become Human,39.99,19.99,Steam,2022-10-03T17:44:14+00:00
Arctico,9.99,5.49,Steam,2022-10-03T17:42:58+00:00
Kao the Kangaroo,29.99,23.99,Steam,2022-10-03T17:42:29+00:00
Borderlands Game of the Year,29.99,9.89,Steam,2022-09-30T20:43:46+00:00
Metro Exodus - Gold Edition,39.99,11.99,Fanatical,2022-09-30T14:04:44+00:00
Being a DIK - Season 1,13.99,11.19,Steam,2022-09-29T17:55:03+00:00
Egypt: Old Kingdom,14.99,3.74,Steam,2022-09-29T17:51:05+00:00
Let's Build a Zoo,19.99,14.99,Steam,2022-09-29T17:38:09+00:00
ASSASSIN'S CREED VALHALLA - DELUXE EDITION,79.99,23.76,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Chronicles: China,9.99,2.7,Ubisoft Store,2022-09-29T15:05:45+00:00
Heroes of Might and Magic 3: Complete,9.99,2.49,Gog.com,2022-09-29T14:08:22+00:00
BLUE REFLECTION: Second Light,59.99,35.99,Steam,2022-09-27T17:47:24+00:00
Teenage Mutant Ninja Turtles: The Cowabunga Collection,39.99,29.99,WinGameStore,2022-09-14T05:01:28+00:00
Midnight Fight Express,19.99,15.79,Gamebillet,2022-08-25T09:05:48+00:00
Sweet Transit,19.39,17.45,Gamesplanet UK,2022-08-04T23:08:07+00:00
Dead Island Riptide Definitive Edition,19.99,4.99,GamersGate,2022-07-01T00:08:33+00:00
Creaks Collector's Edition,26.98,8.01,Steam,2022-10-07T17:54:37+00:00
Darksiders Genesis,29.99,7.49,Fanatical,2022-10-07T16:04:32+00:00
Super Monkey Ball Banana Mania Digital Deluxe Edition,39.99,15.98,Gamebillet,2022-10-07T08:03:25+00:00
Call of Cthulhu,19.99,7.19,Fanatical,2022-10-06T23:02:50+00:00
Cockwork Industries Complete,9.99,2.49,Steam,2022-10-06T21:40:01+00:00
Trackmania United Forever,29.99,14.99,Steam,2022-10-06T17:47:57+00:00
Generation Zero,24.99,7.49,Nuuvem,2022-10-04T18:21:15+00:00
The Escapists 2,19.99,4.59,Fanatical,2022-10-04T15:03:30+00:00
Overcooked,16.99,3.05,Fanatical,2022-10-04T15:03:30+00:00
MudRunner,19.99,3.99,Microsoft Store,2022-10-04T01:50:24+00:00
Monster Hunter World: Iceborne,39.99,20.0,Dreamgame,2022-10-04T01:14:22+00:00
Devil May Cry HD Collection,29.99,9.9,Dreamgame,2022-10-04T01:14:22+00:00
Sword Art Online: Hollow Realization Deluxe Edition,49.99,7.49,Humble Store,2022-10-03T18:11:48+00:00
Blood Card,14.99,2.99,Steam,2022-10-03T17:57:42+00:00
Trials Fusion,19.99,4.3,Green Man Gaming,2022-10-03T09:09:31+00:00
Songbird Symphony,16.99,2.17,Voidu,2022-10-01T14:01:50+00:00
Tom Clancy's Rainbow Six Extraction,39.99,17.99,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Unity,29.99,6.75,Ubisoft Store,2022-09-29T15:05:45+00:00
Transference,24.99,4.5,Ubisoft Store,2022-09-29T15:05:45+00:00
TrackMania² Canyon,19.99,8.99,Ubisoft Store,2022-09-29T15:05:45+00:00
Chinese Parents,9.99,5.99,Steam,2022-09-28T17:42:14+00:00
Deep Rock Galactic,29.99,14.99,Microsoft Store,2022-09-27T00:54:42+00:00
Candleman: The Complete Journey,14.99,7.49,Steam,2022-09-26T17:56:09+00:00
God of War,44.33,39.9,Gamesplanet UK,2022-09-22T00:11:05+00:00
Company of Heroes 3,59.99,52.77,Gamebillet,2022-08-05T15:01:55+00:00
Life is Strange: Before the Storm,16.55,9.73,Gamesplanet DE,2021-09-30T19:24:22+00:00
Total War Saga: FALL OF THE SAMURAI,29.99,5.98,Gamebillet,2022-10-08T23:04:23+00:00
Ancestors: The Humankind Odyssey (Steam) [Online Game Code],39.99,14.39,Newegg,2022-10-07T08:08:52+00:00
Medieval Dynasty,34.99,24.49,Steam,2022-10-06T17:50:44+00:00
Total War: WARHAMMER - Realm of the Wood Elves,16.62,7.0,Gamesplanet UK,2022-10-06T17:09:58+00:00
The Fall of the Dungeon Guardians - Enhanced Edition,19.99,6.79,Steam,2022-10-05T17:38:04+00:00
Sheltered 2,19.99,9.19,Fanatical,2022-10-04T15:03:30+00:00
METAL SLUG X,7.99,1.59,Humble Store,2022-10-03T18:11:48+00:00
DwarfHeim,24.99,7.49,Steam,2022-10-03T17:58:09+00:00
Workers & Resources: Soviet Republic,34.99,24.49,Steam,2022-10-03T17:55:46+00:00
Decay of Logos,19.99,4.99,Steam,2022-10-03T17:55:36+00:00
GOD EATER 2 Rage Burst,49.99,7.49,Steam,2022-10-03T17:53:01+00:00
The Age of Decadence,12.99,3.24,Steam,2022-10-03T17:50:53+00:00
Spark the Electric Jester,7.99,3.99,Steam,2022-10-03T17:40:48+00:00
Wayward,7.99,5.99,Fanatical,2022-10-03T16:03:45+00:00
ELEX,29.99,7.49,Epic Games Store,2022-10-03T15:18:06+00:00
Stronghold Crusader HD,9.99,1.77,GamersGate,2022-10-02T23:03:03+00:00
Dungeons & Dragons: Chronicles of Mystara,14.99,4.25,Green Man Gaming,2022-09-29T22:07:25+00:00
Project AURA,14.99,2.99,Steam,2022-09-29T17:33:47+00:00
Far Cry Primal Apex Edition,34.99,7.88,Ubisoft Store,2022-09-29T15:05:45+00:00
Rayman Legends,29.99,6.75,Ubisoft Store,2022-09-29T15:05:45+00:00
侠客风云传(Tale of Wuxia),16.99,8.49,Steam,2022-09-26T16:31:16+00:00
The Fruit of Grisaia,39.99,21.99,Steam,2022-09-26T09:36:49+00:00
One Piece Odyssey,55.42,47.11,Gamesplanet UK,2022-09-15T17:09:10+00:00
Mount & Blade II: Bannerlord,44.33,39.9,Gamesplanet UK,2022-08-15T09:07:49+00:00
"FINAL FANTASY XIV: Endwalker Standard Edition [Mog Station - PC Windows Download], Non-Steam",39.99,33.99,Newegg,2022-07-03T03:01:04+00:00
Scorn (Epic),35.47,30.14,Gamesplanet UK,2022-06-28T14:04:07+00:00
The Iron Oath,16.62,14.96,Gamesplanet UK,2022-04-19T17:06:19+00:00
The Elder Scrolls V: Skyrim,11.08,9.97,Gamesplanet UK,2021-09-30T19:25:05+00:00
WWE 2K22,59.99,30.0,Green Man Gaming,2022-10-09T00:08:31+00:00
Total War WARHAMMER II: The Silence & the Fury,9.99,5.34,Gamebillet,2022-10-08T23:04:23+00:00
CHUCHEL,9.99,3.49,Steam,2022-10-07T17:43:42+00:00
Fallout 4 GOTY,39.99,6.88,Voidu,2022-10-07T17:01:02+00:00
Far Cry 5 - Gold Edition,89.99,15.12,Green Man Gaming,2022-10-07T16:09:37+00:00
Hogwarts Legacy Digital Deluxe Edition,59.85,58.65,Voidu,2022-10-07T05:00:43+00:00
Iwaihime,29.99,11.99,Steam,2022-10-07T01:39:47+00:00
Soul Hackers 2 - Digital Premium Edition,89.99,58.49,Steam,2022-10-06T17:57:12+00:00
Total War: WARHAMMER - Call of the Beastmen,16.62,7.0,Gamesplanet UK,2022-10-06T17:09:58+00:00
Sonic Forces - Standard Edition [Online Game Code],39.99,7.99,Newegg,2022-10-06T17:03:52+00:00
Grand Theft Auto V: Premium Online Edition,29.98,12.69,Gamebillet,2022-10-05T12:04:17+00:00
The Serpent Rogue,19.99,10.59,Fanatical,2022-10-04T15:03:30+00:00
Devil May Cry 3 - Special Edition,19.99,5.0,Dreamgame,2022-10-04T01:14:22+00:00
METAL SLUG 3,7.99,1.59,Humble Store,2022-10-03T18:11:48+00:00
Little Nightmares II,39.99,15.99,Steam,2022-10-03T17:56:43+00:00
Nine Parchments,19.99,4.99,Steam,2022-10-03T17:53:24+00:00
PC Building Simulator,19.99,5.99,Steam,2022-10-03T17:44:09+00:00
Alex Kidd in Miracle World DX,19.99,7.99,Steam,2022-10-03T17:41:57+00:00
Expeditions: Rome,44.99,29.69,Epic Games Store,2022-10-03T15:18:06+00:00
Nuclear Throne,11.99,5.99,Gog.com,2022-10-03T13:08:58+00:00
Ziggurat 2,24.99,16.68,GamersGate,2022-10-02T23:03:04+00:00
FlatOut 4: Total Insanity,29.99,3.37,GamersGate,2022-10-02T23:03:03+00:00
Might & Magic Heroes VII Deluxe Edition,29.99,6.94,Gamesplanet US,2022-10-02T22:09:33+00:00
Hatsune Miku: Project DIVA Mega Mix+,39.39,31.5,Gamebillet,2022-10-01T11:01:54+00:00
Time Rifters,9.99,3.39,Steam,2022-09-30T17:33:44+00:00
ŌKAMI HD,19.99,8.6,Green Man Gaming,2022-09-29T22:07:25+00:00
Predynastic Egypt,9.99,2.49,Steam,2022-09-29T17:56:45+00:00
Carrier Command 2,29.99,23.99,Steam,2022-09-29T16:33:33+00:00
Tom Clancy's Ghost Recon Future Soldier Deluxe Edition,24.99,5.63,Ubisoft Store,2022-09-29T15:05:45+00:00
GTFO,39.99,31.94,Gamebillet,2022-09-05T00:05:18+00:00
Outward Definitive Edition,20.0,19.6,Voidu,2022-09-02T12:04:25+00:00
Citizen Sleeper,16.79,14.61,Gamebillet,2022-07-15T11:03:21+00:00
SuchArt: Genius Artist Simulator,16.35,14.72,Gamesplanet DE,2022-05-02T09:40:59+00:00
"Warhammer 40,000 : Dawn of War - Dark Crusade",12.99,2.58,Gamebillet,2022-10-08T23:04:23+00:00
Mortal Kombat X,19.99,4.99,Steam,2022-10-07T18:38:21+00:00
White Shadows,19.99,13.99,Humble Store,2022-10-07T18:11:38+00:00
Objects in Space,24.99,4.99,Humble Store,2022-10-07T18:11:38+00:00
Project Zomboid,19.99,11.99,Gog.com,2022-10-07T13:06:34+00:00
SolSeraph,14.99,2.98,Gamebillet,2022-10-07T08:03:25+00:00
Before Your Eyes,9.99,4.99,Steam,2022-10-06T17:35:27+00:00
Dreamscaper,24.99,12.49,Steam,2022-10-06T17:34:59+00:00
The Long Journey Home,9.99,0.92,GamersGate,2022-10-05T23:02:43+00:00
Syberia: The World Before - Digital Deluxe Edition,49.99,30.99,Gog.com,2022-10-05T09:07:12+00:00
Dead Cells,24.99,14.99,Humble Store,2022-10-04T18:19:13+00:00
Moving Out,24.99,5.74,Fanatical,2022-10-04T15:03:30+00:00
Land of War - The Beginning,19.99,9.99,Steam,2022-10-03T17:58:58+00:00
SpellForce 3 Reforced,39.99,9.99,Epic Games Store,2022-10-03T15:18:06+00:00
Comanche,19.99,6.59,Epic Games Store,2022-10-03T15:18:06+00:00
Hunt: Showdown - Starter Hunter Edition,53.97,29.64,Steam,2022-10-03T14:50:40+00:00
Don't Starve: Shipwrecked,4.99,2.49,Gog.com,2022-10-03T13:08:58+00:00
Anno 1800,55.42,16.62,Gamesplanet UK,2022-10-02T22:09:30+00:00
Supraland Crash,13.99,9.23,Steam,2022-10-02T17:30:21+00:00
"Warhammer 40,000: Chaos Gate - Daemonhunters",38.79,34.91,Gamesplanet UK,2022-10-01T00:12:19+00:00
Travellers Rest,14.99,11.99,Steam,2022-09-29T17:54:57+00:00
Viviette,9.99,4.99,Steam,2022-09-29T17:53:11+00:00
Thief Gold,6.99,0.97,Gog.com,2022-09-29T14:08:23+00:00
Deus Ex GOTY Edition,6.99,0.97,Gog.com,2022-09-29T14:08:22+00:00
The Riftbreaker,29.99,26.88,Fanatical,2022-09-28T09:03:47+00:00
Across the Obelisk,19.99,16.29,Gamebillet,2022-09-08T18:03:54+00:00
Brick Rigs,14.99,11.99,Fanatical,2022-09-06T15:05:18+00:00
Wolcen: Lords of Mayhem,34.08,28.97,Gamesplanet DE,2022-08-15T09:07:49+00:00
Phantom Abyss,24.99,19.99,WinGameStore,2022-08-10T21:01:23+00:00
Wartales,34.99,27.69,Gamebillet,2022-06-30T23:01:06+00:00
Final Fantasy III (3D Remake),12.65,10.12,Gamesplanet DE,2022-01-19T15:06:46+00:00
"Warhammer 40,000 : Dawn of War - Soulstorm",12.99,2.58,Gamebillet,2022-10-08T23:04:23+00:00
Resident Evil Village - Winters' Expansion - Pre Order,13.91,13.63,Voidu,2022-10-08T14:00:28+00:00
Total War: WARHAMMER II Rise of the Tomb Kings,18.99,7.5,Fanatical,2022-10-08T09:01:54+00:00
Forts,14.99,8.99,Humble Store,2022-10-07T18:11:38+00:00
Giant Machines 2017,19.99,1.99,Humble Store,2022-10-07T18:11:38+00:00
Far Cry New Dawn: Deluxe Edition,49.99,11.12,GamersGate,2022-10-07T17:02:31+00:00
Fear The Wolves,4.99,0.49,Fanatical,2022-10-06T23:02:50+00:00
Sonic & All-Stars Racing Transformed Collection,19.99,4.99,Steam,2022-10-06T17:44:29+00:00
Sonic Adventure DX,6.64,1.57,Gamesplanet UK,2022-10-06T17:09:58+00:00
Moonlighter,19.99,3.84,Green Man Gaming,2022-10-06T09:08:36+00:00
Barotrauma,29.99,6.97,GamersGate,2022-10-05T23:02:43+00:00
Unforeseen Incidents,19.99,11.99,Gog.com,2022-10-05T09:07:12+00:00
SCARLET NEXUS Deluxe Edition,79.99,19.99,Steam,2022-10-03T18:10:15+00:00
NEBULOUS: Fleet Command,19.99,15.99,Steam,2022-10-03T17:57:06+00:00
Mighty No. 9,19.99,2.99,Steam,2022-10-03T17:51:55+00:00
DeadCore,9.99,2.49,Steam,2022-10-03T17:42:55+00:00
Titan Quest: Ragnarök,19.99,4.99,Epic Games Store,2022-10-03T15:18:06+00:00
Titan Quest: Eternal Embers,19.99,11.99,Epic Games Store,2022-10-03T15:18:06+00:00
SpellForce 3: Soul Harvest,19.99,4.99,Epic Games Store,2022-10-03T15:18:06+00:00
Destroy All Humans!,29.99,7.49,Epic Games Store,2022-10-03T15:18:06+00:00
Ride 2,29.99,2.39,Indie Gala Store,2022-10-03T10:02:54+00:00
Trials Evolution: Gold Edition,19.99,4.3,Green Man Gaming,2022-10-03T09:09:31+00:00
My Time At Portia,27.71,6.01,Gamesplanet UK,2022-10-03T08:10:10+00:00
Time Warpers,19.99,6.79,Steam,2022-09-30T17:36:43+00:00
Rubber Bandits,4.42,3.98,Gamesplanet UK,2022-09-30T16:10:03+00:00
Dead Island Definitive Edition,19.99,4.59,Fanatical,2022-09-30T14:04:44+00:00
Capcom Beat 'Em Up Bundle,19.99,8.6,Green Man Gaming,2022-09-29T22:07:25+00:00
Doomsday Hunters,15.99,9.59,Steam,2022-09-29T17:55:22+00:00
Assassin's Creed Odyssey,59.99,11.99,Steam,2022-09-29T17:52:44+00:00
Mirror 2: Project X,1.99,1.19,Steam,2022-09-29T16:32:56+00:00
Heroes of Might and Magic V,9.99,2.25,Ubisoft Store,2022-09-29T15:05:45+00:00
I Am Alive,14.99,3.38,Ubisoft Store,2022-09-29T15:05:45+00:00
The Forgotten City,21.61,19.45,Gamesplanet UK,2022-09-22T22:09:10+00:00
Age of Empires IV,49.88,44.89,Gamesplanet UK,2022-08-29T17:08:52+00:00
Necromunda: Underhive Wars,19.99,5.39,Fanatical,2022-10-06T23:02:50+00:00
ATOMEGA,9.99,2.49,Steam,2022-10-06T17:47:03+00:00
Sonic 3D Blast,4.99,1.24,Steam,2022-10-06T17:45:41+00:00
Starbound,14.99,5.99,Gog.com,2022-10-06T13:09:19+00:00
Lamplight City,14.99,8.99,Gog.com,2022-10-05T09:07:12+00:00
Hokko Life,19.99,13.39,Fanatical,2022-10-04T15:03:30+00:00
Street Fighter V,19.99,5.0,Dreamgame,2022-10-04T01:14:22+00:00
DEADRISING 4,29.99,7.5,Dreamgame,2022-10-04T01:14:22+00:00
Our World Is Ended.,39.99,3.39,Voidu,2022-10-03T23:01:09+00:00
Call of Duty: Vanguard - Ultimate Edition,99.99,49.99,Battle.net,2022-10-03T18:26:05+00:00
Half Dead,1.99,0.99,Steam,2022-10-03T17:53:09+00:00
MARSUPILAMI - HOOBADVENTURE,24.99,12.49,Steam,2022-10-03T17:46:27+00:00
Immortal: Unchained,10.99,6.59,Steam,2022-10-03T17:43:13+00:00
Cossacks 3,19.99,7.11,GamersGate,2022-10-03T15:02:38+00:00
Don't Starve: Hamlet,6.99,5.24,Gog.com,2022-10-03T13:08:58+00:00
Empires of the Undergrowth,19.99,17.99,Gog.com,2022-10-03T13:08:58+00:00
Shardlight: Special Edition,19.99,5.99,Gog.com,2022-10-03T13:08:58+00:00
Trials of the Blood Dragon,14.99,3.22,Green Man Gaming,2022-10-03T09:09:31+00:00
Mega Man Legacy Collection,13.29,4.21,Gamesplanet UK,2022-10-03T08:10:10+00:00
Brothers In Arms: Hell's Highway,9.99,3.6,Ubisoft Store,2022-09-29T15:05:45+00:00
Baldur's Gate II: Enhanced Edition,19.99,5.99,Gog.com,2022-09-29T14:08:22+00:00
Weird West,39.99,32.98,Gamebillet,2022-09-29T13:04:48+00:00
Shio,11.99,4.79,Steam,2022-09-28T17:46:23+00:00
Growing Up,14.99,12.74,Steam,2022-09-28T17:45:02+00:00
Core Keeper,12.99,9.73,Gamebillet,2022-09-26T22:02:01+00:00
King Arthur: Knight's Tale,44.99,38.22,Gamebillet,2022-09-22T10:04:42+00:00
LEGO Star Wars: The Skywalker Saga,44.33,39.9,Gamesplanet UK,2022-09-16T22:07:27+00:00
The Legend of Tianding,19.99,9.89,Gamebillet,2022-09-16T01:02:47+00:00
TRIANGLE STRATEGY,59.99,53.99,Steam,2022-09-13T18:00:12+00:00
Dice Legacy,19.99,9.39,Fanatical,2022-09-11T23:03:47+00:00
F1 Manager 2022,54.99,43.15,Gamebillet,2022-08-30T17:03:35+00:00
Card Shark,19.99,16.97,Gamebillet,2022-08-23T00:05:24+00:00
DRAGON BALL: THE BREAKERS,18.84,16.01,Gamesplanet UK,2022-08-04T14:06:44+00:00
SD Gundam Battle Alliance,44.33,39.9,Gamesplanet UK,2022-05-26T08:16:59+00:00
Mighty Switch Force! Hyper Drive Edition,7.75,6.97,Gamesplanet UK,2022-05-18T13:05:00+00:00
Neofeud,14.99,4.49,Steam,2022-10-08T17:43:10+00:00
Besiege,14.99,7.49,Humble Store,2022-10-07T18:11:38+00:00
Prince of Persia: The Forgotten Sands,9.99,1.77,GamersGate,2022-10-07T17:02:31+00:00
Company of Heroes,9.99,1.98,Gamebillet,2022-10-07T08:03:25+00:00
Faery - Legends of Avalon,6.99,2.23,Fanatical,2022-10-06T23:02:50+00:00
Sid Meier's Civilization VI,59.99,5.99,WinGameStore,2022-10-06T23:01:47+00:00
Glitchpunk,19.99,4.99,Steam,2022-10-06T17:54:53+00:00
Enter the Gungeon,14.99,7.49,Steam,2022-10-06T17:45:23+00:00
Total War: WARHAMMER - The King and the Warlord,7.75,3.44,Gamesplanet UK,2022-10-06T17:09:58+00:00
Condemned: Criminal Origins [Online Game Code],14.95,2.95,Newegg,2022-10-06T17:03:52+00:00
PlateUp!,17.99,11.04,Gamebillet,2022-10-05T11:04:12+00:00
WATCH_DOGS 2 - Deluxe Edition,69.99,10.56,Gamebillet,2022-10-05T11:04:12+00:00
Fates of Ort,14.99,7.49,Gog.com,2022-10-05T09:07:12+00:00
theHunter: Call of the Wild,19.99,5.99,Nuuvem,2022-10-04T18:21:15+00:00
The Survivalists,24.99,5.74,Fanatical,2022-10-04T15:03:30+00:00
SWORD ART ONLINE Alicization Lycoris,59.99,17.99,Humble Store,2022-10-03T18:11:48+00:00
METAL SLUG 2,7.99,1.59,Humble Store,2022-10-03T18:11:48+00:00
Little Nightmares II Deluxe Edition,39.99,15.99,Steam,2022-10-03T18:10:44+00:00
WAGAMAMA HIGH SPEC,39.99,11.99,Steam,2022-10-03T18:02:51+00:00
Hand of Fate,19.99,4.99,Steam,2022-10-03T17:51:21+00:00
Spark the Electric Jester 3,24.99,12.49,Steam,2022-10-03T17:46:55+00:00
Hyper Jam,12.99,2.59,Steam,2022-10-03T17:43:48+00:00
UTOPIA 9 - A Volatile Vacation,6.99,1.39,Steam,2022-10-03T17:40:24+00:00
Outlast 2,29.99,4.49,Gog.com,2022-10-03T13:08:58+00:00
The Crew,29.99,6.45,Green Man Gaming,2022-10-03T09:09:31+00:00
Driver Parallel Lines,9.99,2.15,Green Man Gaming,2022-10-03T09:09:31+00:00
The Darkest Tales,19.99,16.99,Gog.com,2022-10-03T08:56:43+00:00
Assassin's Creed Revelations,19.99,6.19,Fanatical,2022-10-03T00:03:58+00:00
Trine 4: The Nightmare Prince,29.99,6.74,GamersGate,2022-10-02T23:03:03+00:00
Borderlands Game of the Year Enhanced,29.99,9.89,Steam,2022-09-30T20:42:58+00:00
The Elder Scrolls Online High Isle Collector's Edition Upgrade,49.99,19.39,Voidu,2022-09-30T16:01:27+00:00
MONOPOLY Madness,29.99,13.49,Ubisoft Store,2022-09-29T15:05:45+00:00
Assassin's Creed Rogue Deluxe Edition,29.99,8.1,Ubisoft Store,2022-09-29T15:05:45+00:00
NINJA GAIDEN: Master Collection,36.57,32.92,Gamesplanet UK,2022-09-27T00:07:46+00:00
Stellar Tactics,19.99,15.89,Fanatical,2022-09-21T09:02:15+00:00
Tomb Raider VI: The Angel of Darkness,6.99,0.9,Fanatical,2022-09-11T23:03:48+00:00
Clid The Snail,19.99,8.99,Fanatical,2022-09-11T23:03:47+00:00
Constructor,29.99,2.99,Fanatical,2022-09-11T23:03:47+00:00
Arcade Paradise,19.99,15.89,Fanatical,2022-09-06T15:05:18+00:00
Tunche,17.17,15.45,Gamesplanet UK,2022-05-02T09:40:41+00:00
Two Point Hospital: Speedy Recovery,8.99,3.85,Gamebillet,2022-10-08T23:04:23+00:00
Total War WARHAMMER II - The Shadow & The Blade,9.99,3.98,Gamebillet,2022-10-08T23:04:23+00:00
Total War: WARHAMMER II - Curse of the Vampire Coast,18.99,7.58,Gamebillet,2022-10-08T23:04:23+00:00
Total War: NAPOLEON - Definitive Edition,24.99,4.98,Gamebillet,2022-10-08T23:04:23+00:00
Happy Game Collector's Edition,20.12,10.64,Steam,2022-10-07T17:55:21+00:00
Volcanoids,19.99,17.99,Fanatical,2022-10-07T09:04:29+00:00
Yesterday,4.99,0.89,Fanatical,2022-10-06T23:02:50+00:00
Space Hulk: Tactics,14.99,3.44,Fanatical,2022-10-06T23:02:50+00:00
Yu-Gi-Oh! Legacy of the Duelist,16.62,3.54,Gamesplanet UK,2022-10-06T22:07:56+00:00
Valkyria Chronicles 4 Complete Edition,49.99,9.99,Steam,2022-10-06T17:48:43+00:00
Total War: ROME II - Emperor Edition,59.99,14.99,Steam,2022-10-06T17:44:29+00:00
GOD WARS The Complete Legend,29.99,6.59,Steam,2022-10-06T15:34:06+00:00
Civilization IV,9.73,1.46,Gamesplanet DE,2022-10-05T00:08:23+00:00
Tales of Arise Deluxe Edition,84.99,42.49,Humble Store,2022-10-03T18:11:48+00:00
Rain World,19.99,8.99,Humble Store,2022-10-03T18:11:48+00:00
Orange Cast: Sci-Fi Space Action Game,16.99,2.88,Steam,2022-10-03T18:00:28+00:00
Ary and the Secret of Seasons,39.99,7.99,Steam,2022-10-03T17:57:42+00:00
Fated Kingdom,9.99,2.99,Steam,2022-10-03T17:56:34+00:00
Cogmind,19.99,17.99,Steam,2022-10-03T17:55:14+00:00
ISEKAI QUEST,3.99,1.99,Steam,2022-10-03T17:45:11+00:00
GRAVEN,24.99,13.84,Voidu,2022-10-03T02:01:33+00:00
Stronghold: Warlords - Special Edition,49.99,11.12,GamersGate,2022-10-02T23:03:03+00:00
Fell Seal: Arbiter's Mark - Missions and Monsters,12.99,2.75,GamersGate,2022-10-02T23:03:03+00:00
Risk of Rain 2,24.99,11.25,Allyouplay,2022-10-02T22:12:02+00:00
Deliver Us Mars,29.99,24.19,Gamebillet,2022-10-01T11:01:54+00:00
FAR: Changing Tides,16.62,14.96,Gamesplanet UK,2022-10-01T00:12:19+00:00
Forgotten Realms: The Archives - Collection One,9.99,4.99,Gog.com,2022-09-30T13:06:49+00:00
Seen,2.99,0.5,Steam,2022-09-29T17:32:56+00:00
Acting Lessons,9.99,7.99,Steam,2022-09-29T17:32:28+00:00
Assassin's Creed Chronicles: Russia,9.99,2.7,Ubisoft Store,2022-09-29T15:05:45+00:00
Worms: Armageddon,14.99,2.24,Gog.com,2022-09-29T14:08:23+00:00
The Elder Scrolls III: Morrowind GOTY Edition,14.99,4.49,Gog.com,2022-09-29T14:08:23+00:00
Jerez's Arena,19.99,9.99,Steam,2022-09-27T01:41:23+00:00
RimWorld - Ideology,19.99,17.59,Fanatical,2022-09-27T00:03:12+00:00
